en_Tienda,edad,articulo,monto,region
0,54,7,2208.1,4
0,60,7,23.04,2
0,33,5,2106.7,4
1,41,7,217.67,3
1,40,4,1524.3,1
1,46,4,643.07,1
0,48,2,1553.8,4
1,48,8,124.29,1
0,52,5,2484.8,4
0,83,8,412.04,2
1,48,6,958.7,1
0,51,2,1284.6,3
0,82,2,244.59,2
1,33,7,913.97,1
0,32,1,107.18,3
0,53,2,2724.4,4
0,21,5,2121.1,3
1,51,2,84.83,4
0,34,7,73.88,1
1,64,7,438.58,3
0,78,3,335.12,2
1,37,2,422.42,1
0,29,4,2891.2,4
0,57,2,70.53,2
1,48,4,1612.9,4
0,58,8,403.34,2
1,25,7,266.33,4
1,62,6,432.38,1
0,65,6,438.1,2
1,52,3,1847.1,4
0,62,4,249.38,2
1,51,5,1960.3,1
1,27,3,635.62,1
0,58,6,100.21,2
1,25,4,595.83,3
1,54,5,1576.3,4
1,35,7,311.96,3
1,62,3,623.93,1
1,29,2,190.52,4
0,84,4,41.42,2
0,81,2,260.36,2
0,73,1,354.5,2
1,24,2,537.05,3
1,65,5,155,1
1,72,5,336.97,1
0,71,7,476.69,2
1,43,6,890.64,3
1,48,8,1886.9,4
0,76,2,207.61,2
0,76,6,140.5,2
1,32,8,1854.7,4
0,84,1,319.1,2
1,72,8,419.21,3
0,56,4,2778.6,3
1,69,8,239.43,1
1,36,2,1850.2,4
0,49,7,246.13,1
1,46,2,544.44,3
0,30,6,325.42,4
1,57,1,273.05,1
1,53,5,168.49,4
1,42,3,1488.1,4
0,37,5,405.54,4
1,57,3,759.77,3
0,35,4,2100.1,3
1,36,7,944.79,4
1,40,4,384.11,3
0,61,5,1321.5,3
0,38,1,305.31,2
1,49,5,507.46,4
1,67,3,776.16,3
0,56,5,35.12,2
0,44,5,2856.8,4
0,28,3,912.56,1
0,54,1,630.38,1
1,21,3,483.34,4
1,38,1,1992.3,4
0,76,6,90.46,2
0,41,7,112.66,2
0,25,2,112.11,3
0,54,8,2202.6,3
0,42,6,1524.1,4
1,33,4,831.32,4
0,56,4,224.44,2
1,28,3,581.8,3
0,57,6,2179.3,4
0,27,3,1872.5,4
0,46,4,198.2,2
0,35,2,1851.4,3
0,34,6,215.4,2
1,37,3,374.08,1
0,83,3,157.81,2
1,30,5,519.27,4
0,43,6,1899,4
0,74,4,435.01,2
1,51,6,1562.9,4
0,31,8,1701.1,1
0,21,4,392.51,4
0,67,4,117.79,2
1,49,3,887.48,4
0,45,8,683.09,1
1,63,7,426.24,1
0,20,2,645.35,3
0,41,5,583.09,4
0,20,4,1836.3,3
1,44,4,1474.9,4
0,76,3,318.38,2
1,57,3,533.93,3
0,60,2,2164,4
1,64,7,902.11,1
1,60,8,626.83,3
0,56,1,2338.1,4
1,72,5,788.02,1
0,58,3,2824.8,3
1,42,4,1951.1,4
0,60,2,207.89,2
0,71,2,509.49,1
1,43,7,694.04,1
1,35,2,615.56,3
0,31,7,460.01,2
0,77,6,90.65,2
0,50,6,1972.1,4
0,80,7,299.57,2
0,65,4,735.34,1
1,29,1,1903.1,4
0,83,4,334.37,2
1,68,6,107.78,3
1,27,3,663.82,4
1,30,3,763.36,4
1,31,4,466.15,1
0,59,5,2435.5,3
1,21,4,685.12,4
1,25,7,311.09,1
0,57,7,1421.4,3
0,56,7,1974.4,4
1,27,2,64.74,3
0,49,7,67.66,2
0,28,5,2132.7,3
0,25,1,2349.7,4
1,44,5,408.61,1
1,22,3,637.86,4
0,34,4,1417.2,4
0,43,2,374.81,3
1,41,3,834.5,3
0,24,1,2682.5,4
0,34,3,762.59,4
0,57,6,904.3,3
0,45,4,265.19,2
1,41,5,509.84,4
0,46,2,394.38,2
1,58,3,640.74,1
1,20,3,1374.2,4
1,43,5,738.86,1
0,38,6,676.67,4
0,63,8,2931.8,3
0,82,8,45.53,2
1,28,4,1166.9,4
0,23,3,2661.2,4
1,39,3,205.78,1
0,29,3,114.94,2
1,31,6,97.74,1
0,51,1,1684.1,4
0,66,2,65.93,2
1,31,4,766.88,4
1,28,3,1848,4
0,68,5,130.43,2
0,43,8,1773.9,4
1,39,3,1599.4,1
0,57,8,1036.3,4
1,27,5,377.88,3
1,38,6,257.72,1
1,54,4,842.06,3
0,27,5,181,4
1,31,3,793.52,4
0,44,2,466.82,2
0,39,7,1192.9,1
1,66,8,727.02,3
1,21,3,1969.9,4
1,51,2,1678,4
1,24,6,1317.3,4
0,30,3,2210,4
1,59,6,769.49,3
0,24,4,1789.8,3
0,73,6,698.13,1
0,82,7,375.22,2
0,50,4,217.2,1
0,41,3,371.72,4
0,30,1,745.19,4
1,24,6,70.88,4
0,20,4,322.39,4
1,29,2,136.84,4
0,32,4,237.52,1
0,22,1,2350.6,4
0,33,7,2468.7,3
0,24,3,1092.9,3
1,52,7,166.52,1
1,30,4,1625.6,1
1,51,4,764.23,1
0,60,7,269.66,3
0,26,2,2711.6,4
1,47,7,1395,1
1,38,4,1338.1,1
1,20,3,242.74,4
1,67,8,621.66,1
0,25,5,2110.2,4
1,47,8,1845.2,4
1,45,5,1795.7,4
0,29,2,209.11,2
1,35,5,472.95,3
0,54,7,344.65,2
1,36,2,1316.4,1
0,29,4,2115.7,3
0,32,6,434.05,2
0,54,2,455.49,2
0,51,5,1537.4,4
0,27,1,736,4
0,79,6,156.3,2
0,40,6,1524.9,3
1,35,6,734.99,4
1,67,2,554.03,3
1,73,8,557.03,1
0,24,6,1137.1,4
0,49,2,2702.2,3
0,36,1,1639.8,3
0,50,3,172.93,2
1,31,7,831.7,3
0,46,4,343.68,2
0,50,7,317.46,1
0,82,8,132.24,2
0,59,2,1922.6,3
0,39,3,261.26,4
0,77,8,190.94,2
0,41,4,1374.9,3
0,24,3,1365.6,3
0,19,3,1231.2,3
1,35,1,306.82,3
0,26,6,379.97,4
1,37,6,875.44,3
0,56,5,148.84,2
0,83,4,457.64,2
1,53,3,109.77,4
1,69,1,629.01,1
0,37,3,479.67,2
1,23,7,678.77,4
1,42,6,1276.3,4
0,75,7,93.98,2
1,48,5,639.47,1
0,44,7,28.72,2
1,29,4,252.34,3
0,68,3,580,1
0,28,7,718.7,4
0,30,1,971.01,3
0,27,5,587.34,4
1,42,2,1659.9,4
1,50,2,766.99,3
0,64,2,245.61,2
1,71,6,200.06,1
1,44,2,511.99,3
1,53,8,487.62,4
1,59,6,413.34,1
0,75,5,207.93,2
1,35,6,702.98,1
1,27,5,704.64,4
0,39,1,132.48,2
1,50,6,1902,1
1,25,4,280.88,4
0,57,1,489.1,2
1,53,3,646.75,3
1,26,3,765.38,4
0,59,6,1189.5,3
0,34,1,1455.8,3
0,63,6,31.51,2
1,68,7,574.15,3
1,65,5,488.17,1
1,23,4,943.31,4
0,42,5,1902.4,3
0,55,4,101.18,1
0,51,2,2475.1,4
0,58,3,2852.5,3
0,72,2,464.05,2
0,51,1,1210.5,3
0,68,7,184.42,2
1,27,2,937.91,4
0,63,2,485.78,2
0,76,2,166.37,2
1,71,8,791.11,1
0,51,6,1578,3
1,23,4,1854.2,4
1,24,8,247.64,4
0,25,2,1051.8,4
1,37,7,1520.4,4
1,35,6,563.8,1
1,35,8,1433.8,4
1,51,7,116.34,4
1,63,7,857.67,1
0,79,2,270.36,2
1,43,6,449.32,3
0,22,3,2710.3,4
1,58,6,449.7,3
1,32,3,515.35,3
1,24,4,1760.1,4
0,66,2,39.36,2
0,65,6,489.73,2
1,36,3,328.66,3
0,23,4,1938.1,4
1,37,3,1468.2,4
0,63,3,262.3,2
0,54,1,381.69,3
0,49,3,1438.1,3
0,26,5,2828.8,4
0,63,4,1708.6,4
1,31,4,1051.2,1
0,85,6,25.69,2
1,68,5,870.57,1
0,43,3,1947.1,3
0,40,8,329.09,2
1,20,5,1111.5,4
1,36,2,1973.5,4
0,45,8,415.73,2
0,51,5,1733.7,3
1,27,5,1619.3,1
0,44,3,1304.2,4
0,38,6,493.81,4
0,84,4,312.94,2
0,41,6,351.87,2
0,69,3,176.47,2
0,78,8,13.86,2
1,54,3,243.04,3
0,47,4,115.94,4
1,52,5,1682.5,1
0,30,1,340.86,3
0,60,7,627.73,4
0,37,2,2652.8,4
1,48,4,1050.1,1
0,50,3,422.93,2
1,29,7,1574.7,4
0,46,2,278.9,2
1,50,2,500.7,3
0,84,8,34.07,2
1,42,7,217.78,1
0,31,8,425,2
1,28,4,1488.8,4
1,51,4,128.67,4
0,72,3,377.59,2
1,44,7,702.24,3
1,19,3,1718,4
0,59,5,2051.6,3
0,42,8,1252.9,4
1,54,2,1873.3,4
0,34,4,513.24,4
0,24,2,89.84,1
1,27,5,773.75,4
1,34,1,1278.2,4
1,56,7,542.08,3
1,38,4,406.9,3
1,58,8,206.69,1
0,70,2,330.1,2
0,31,5,2592.6,4
1,68,5,362.2,3
1,30,4,716.4,3
0,48,8,324.59,2
0,58,1,2904.9,4
0,79,6,323.44,2
0,46,6,13.87,2
0,51,3,5.91,2
0,78,6,309.57,2
1,51,4,1985,4
0,74,2,90.3,2
0,66,8,237.77,2
0,82,6,228.7,2
1,51,6,992.21,4
1,25,8,1014.5,1
1,50,4,670.79,3
0,49,7,438.26,2
0,59,3,491.16,2
0,79,6,414.48,2
0,64,3,201.31,2
1,21,3,1602.8,4
0,82,3,483.6,2
1,48,7,1227.9,1
0,66,4,314.61,2
0,77,5,381.81,2
1,38,5,778.19,4
1,42,3,967.27,3
0,80,8,7.65,2
0,44,7,425.1,2
0,18,4,413.4,4
0,44,3,814.25,1
0,62,3,12.97,2
1,27,6,664.71,3
0,50,4,212.82,2
1,31,5,389.85,3
0,55,2,109.98,2
1,62,5,713.7,3
1,45,7,170.35,3
1,39,4,1606.1,4
1,41,4,512.84,4
0,19,7,1864.3,4
0,68,4,125.56,2
1,44,8,1005.6,4
0,30,1,265.52,3
0,30,3,1960,4
0,40,7,1367.3,3
0,46,5,360.36,2
1,53,6,102.18,3
0,65,8,50.27,2
0,29,7,456.04,2
1,72,2,880.18,3
1,33,7,401.25,4
1,72,2,502.89,1
1,24,2,1708,1
0,69,6,133.63,2
0,46,6,995.41,1
0,21,7,1277.8,4
0,46,6,444.49,2
1,48,2,146.71,3
0,44,8,46.72,2
0,56,5,373.67,2
0,44,6,1022.5,4
0,29,5,325.36,2
0,39,7,75.13,2
0,27,7,144.49,4
0,46,2,264.97,2
0,59,2,1719.9,4
0,41,5,98.8,2
1,41,6,351.96,3
0,23,7,2275.6,4
1,52,3,1437.6,4
0,25,6,132.9,4
1,52,2,1528,4
1,47,7,608.93,1
0,40,2,174.55,2
1,46,7,955.19,3
1,59,8,515.39,3
0,31,6,1318.3,1
0,76,3,457.98,2
1,37,6,1447.5,1
0,44,4,179.88,4
0,65,6,112.63,2
1,28,7,955.66,1
0,51,4,637.43,1
1,19,7,1073.5,4
1,44,2,917.42,3
1,40,6,574.84,3
0,72,3,270.89,2
0,60,5,302.32,2
1,28,4,803.64,3
0,26,1,2831.6,4
0,51,5,285.02,4
0,37,6,362.23,2
0,28,1,957.02,4
0,48,5,1055.5,4
1,21,3,961.87,1
0,44,6,2281.8,3
0,59,7,375.23,2
1,63,2,565.02,3
1,57,7,779.17,3
1,54,5,937.19,3
0,27,6,221.4,4
1,38,7,552.76,4
0,65,2,441.87,2
1,45,2,653.51,3
1,41,8,410.81,3
1,43,4,140.84,1
1,29,1,1799.6,4
0,33,2,2441.2,4
0,61,5,360.21,3
0,47,3,387.52,2
1,54,2,1705.8,4
1,27,1,538.64,4
1,42,5,426.91,1
1,64,3,579.33,3
1,19,5,1816.1,4
0,74,6,459.53,1
1,47,5,1075.5,1
0,43,4,305.64,2
1,46,6,1531,4
0,45,5,1941.6,3
0,32,4,1843.7,4
0,26,6,2619.1,4
0,40,6,61.36,2
0,27,4,390.69,4
0,36,3,251.86,2
1,32,8,1692.9,4
0,24,4,1227,3
1,65,6,446.17,3
1,38,5,706.61,3
0,54,4,2715,4
1,50,2,991.12,3
0,84,1,158.72,2
0,46,3,2375.8,4
0,62,5,1150.2,4
1,59,1,669.68,3
0,42,6,157.41,2
1,56,2,246.12,1
0,29,6,1378.4,1
1,59,7,716.96,3
1,49,3,1823.9,1
0,62,1,382.25,2
1,35,4,1603.2,4
0,43,4,1450.4,4
1,48,8,107.55,1
1,46,6,652.18,1
0,43,6,373.38,2
0,58,5,464.1,2
1,59,4,770.02,3
1,48,7,354.72,1
0,45,5,1505.7,4
1,63,2,657.22,1
1,53,6,763.92,4
1,72,7,376.84,1
0,48,8,197.24,2
1,48,2,968.17,3
0,41,5,360.89,2
1,34,2,977.49,1
0,56,2,65.37,2
0,43,3,524.71,4
1,50,8,634.68,3
0,83,7,415.08,2
0,52,1,2372,3
0,54,4,2781.1,3
1,34,2,1641.7,4
1,39,6,478.88,4
1,36,4,1797.9,1
0,37,8,2807.8,3
1,24,7,1420.1,1
1,36,7,539.32,3
0,32,5,1328.4,4
0,56,3,97.84,2
1,63,3,406.06,1
0,37,5,1170.1,1
0,51,1,2787.9,3
1,41,2,1695.5,4
1,53,4,112.85,1
0,43,6,26.15,2
1,37,5,133.92,3
0,46,2,1632.6,3
0,62,3,307.51,2
0,73,3,273.66,2
1,51,3,400.13,1
0,54,4,22.69,2
1,52,4,713.7,1
1,20,6,1043.1,1
0,55,6,193.1,2
1,23,1,1893,1
1,60,6,705.11,3
1,25,4,1740,1
0,47,4,10.52,2
0,48,2,373.01,2
1,49,4,506.1,1
1,41,4,1705,1
0,76,7,150.36,2
1,46,6,821.2,3
1,71,6,128.27,1
1,29,1,753.98,3
0,82,3,478.11,2
0,49,6,328.96,2
1,52,7,1607.7,1
1,49,1,758.08,1
0,40,7,394.72,2
0,83,6,479.48,2
1,63,2,369.99,1
1,47,7,1255.4,4
0,39,3,771.02,4
1,57,1,633.34,3
0,42,5,1468.2,4
0,82,6,329.45,2
1,20,4,675.08,4
1,54,4,144.35,1
0,48,4,87.92,2
0,31,3,437.59,2
1,47,5,55.52,4
1,52,2,765.29,1
0,27,7,1611.4,4
1,55,4,1982.4,4
0,41,7,2517.9,4
1,50,7,861.83,3
0,29,4,2626.4,4
0,56,6,1055.9,4
0,51,4,286.35,2
0,74,5,72.96,2
1,44,4,1297.9,4
0,57,6,597.72,4
1,25,7,464.93,3
0,57,3,815.2,4
1,29,7,820.88,1
0,50,6,1073.8,4
0,71,5,135.64,2
1,67,7,76.98,3
1,43,6,723.6,3
0,25,7,2346.6,4
0,35,6,334.64,1
1,55,6,379.28,1
1,32,3,494.73,4
1,41,4,1165.6,4
1,25,6,220.86,4
1,65,2,455.89,3
1,44,3,82.9,4
0,82,5,52.22,2
1,33,7,832.94,4
0,50,4,586.75,1
0,31,6,275.71,2
1,66,5,835.85,1
0,45,4,391.99,3
1,59,7,338.51,1
1,24,2,1139.3,4
1,43,3,343.91,1
0,30,1,437.51,2
0,57,3,2746.2,3
1,41,5,774.6,4
0,38,5,1484.9,4
0,64,8,218.73,2
0,23,5,2993.1,3
1,73,3,868.75,3
1,54,3,1600.1,1
0,74,5,74.13,2
1,40,6,145.42,3
1,54,6,80.85,4
1,32,4,1189.6,4
0,34,5,201.61,2
1,44,7,215.45,4
1,61,3,397.48,3
1,35,5,800.1,4
1,32,4,214.8,3
0,19,1,185.4,3
0,44,3,1650.1,4
1,26,6,90.49,1
1,46,2,163.41,4
1,39,7,356.99,4
0,31,4,1313.7,4
1,50,3,418.49,3
0,61,2,286.34,2
1,25,6,861.04,1
0,52,6,2160.5,3
0,49,4,239.05,2
1,43,6,952.45,4
0,76,7,164.29,2
1,35,3,274.93,3
0,79,6,432.93,2
0,45,3,360.35,2
1,26,2,609.22,3
1,27,5,868.15,4
0,68,3,481.55,2
1,27,5,1251,4
0,68,3,167.33,2
1,27,1,975.31,4
1,35,6,679.57,1
1,36,3,75.65,4
0,53,3,1451.5,3
1,29,4,806.24,1
1,19,3,425.66,4
0,30,3,392.09,2
1,42,4,1803.6,4
0,53,7,348.2,2
0,57,2,524.56,4
1,30,4,132.36,4
1,73,4,542.7,1
0,50,6,277.18,2
0,57,8,585.5,3
0,77,4,481.4,2
1,39,1,82.03,1
0,51,3,622.86,1
1,51,4,241.23,4
0,47,5,482.68,2
0,18,3,1414.7,3
0,55,6,533.14,3
1,54,2,898.56,1
0,85,4,463.86,2
0,53,2,126.85,2
1,38,2,573.57,4
0,61,5,1440.3,4
0,75,4,35.79,2
0,68,1,122.5,2
0,36,6,190.82,2
1,20,3,637.73,1
1,39,3,303.41,1
0,34,7,2322.8,4
0,49,6,2114.3,4
0,18,5,2006.6,4
0,57,1,1070.3,4
0,37,6,24.91,2
0,46,1,399.48,1
1,38,1,185.19,4
0,49,3,728.77,1
0,71,6,451.85,2
0,51,2,2263.8,4
1,30,4,1609.3,1
0,56,7,1269.5,4
0,34,7,423.46,2
0,43,4,50.72,2
1,56,6,803.23,3
1,40,6,1290.7,1
1,39,1,1647,4
1,62,4,564.33,3
1,33,3,279.01,3
1,40,4,1512.6,4
1,40,4,1382.6,4
0,71,4,297.47,2
0,50,3,970.9,4
0,60,2,943.84,1
0,30,2,2165.7,4
0,42,4,1074.4,4
0,58,3,530.27,4
0,50,1,219.17,2
0,28,8,305.79,2
0,63,4,375.92,2
0,33,6,422.55,2
0,54,5,1058.1,3
0,84,2,61.54,2
0,62,3,238.76,2
1,50,3,425.99,1
1,46,6,338.68,3
1,61,7,522.68,3
1,26,7,632.84,4
0,31,5,2148.5,4
1,66,1,174.23,1
1,38,3,1346.7,1
1,51,6,986.68,1
1,50,3,1455.4,4
0,22,5,1833.1,4
0,29,6,113.34,1
1,38,2,1292.1,4
1,56,5,798,3
0,41,4,159.12,2
0,22,5,165.21,4
1,25,7,494.46,4
0,78,7,322.14,2
1,73,2,972,3
0,38,7,383.29,2
1,57,5,308.82,1
1,60,7,546.66,3
0,28,2,2664.7,4
0,20,8,1620.9,1
0,55,4,237.39,4
0,31,4,374.4,4
0,33,8,2048.7,4
0,44,6,417.88,2
1,52,5,244.73,3
0,25,3,2996.4,4
0,50,6,2160.4,3
1,43,1,1879.5,4
0,55,7,759.38,3
0,35,2,1903.5,4
1,67,8,958.11,3
1,67,6,801.6,1
0,55,3,430.89,2
1,44,5,1474.2,1
1,21,7,1934.6,4
1,28,7,423.42,3
1,28,1,727.03,3
0,49,6,377.26,2
0,45,4,2545.8,4
0,81,4,11.43,2
1,53,4,767.12,3
0,55,2,97.15,2
1,41,6,950.89,3
0,39,6,575.11,4
0,56,2,1941.7,4
0,60,5,377.52,2
1,44,8,228.91,1
0,80,6,447,2
1,55,1,95.7,4
1,35,4,1683.5,4
0,27,6,1534.2,1
1,47,5,844.95,3
1,43,8,604.93,4
0,62,3,1672.9,3
1,43,3,1769.5,4
0,50,5,1012.3,1
1,30,1,527.12,3
1,23,7,1267.4,4
1,25,6,881.61,1
1,44,7,809.19,4
1,20,6,1005,1
1,49,8,1122.4,4
0,62,2,440.42,4
1,34,6,444.81,1
1,51,7,921.26,3
1,43,4,1402.9,4
1,59,7,569.89,1
0,82,4,155.35,2
0,76,2,59.23,2
0,51,1,2709.6,4
0,39,1,401.7,2
1,61,6,369.13,3
0,55,2,1986.8,4
1,57,3,519.28,3
1,69,6,509.67,3
1,40,2,1067.7,4
0,60,2,226.3,4
0,59,4,1204,4
1,36,5,390.69,3
1,69,2,322.64,3
1,24,7,1451.1,1
0,79,5,268.35,2
1,55,6,739.78,3
0,40,2,482.78,4
0,66,1,368.14,2
1,30,5,1164.7,4
1,27,4,490.24,4
0,47,4,102.44,2
0,41,1,1801.8,3
0,45,7,394.17,2
0,43,8,41.17,2
0,40,1,462.6,2
0,39,3,711.62,4
1,59,6,793.38,1
1,25,3,778.52,1
1,44,7,1590.7,4
1,25,6,575.19,1
1,35,7,940.07,1
0,42,6,113.59,2
1,34,8,458.13,3
0,38,4,11.78,2
1,33,8,1802.9,1
1,41,2,811.94,1
1,32,3,1295.6,4
1,28,8,1269,4
1,24,8,515.09,4
0,85,6,99.21,2
1,22,4,1232.8,4
0,84,5,179.05,2
0,64,6,296.18,1
0,70,2,130.7,2
1,44,1,1416.6,4
1,49,2,1153.7,4
0,37,3,259.76,2
1,32,7,1240.7,4
0,20,5,1089.2,4
0,23,7,161.78,3
0,42,2,210.97,2
1,41,4,482.83,4
0,54,5,559.19,3
0,69,7,70.8,2
0,46,5,658.19,1
0,29,2,119.29,2
1,73,3,933.39,1
0,28,4,2024,3
0,32,2,2197.4,4
1,53,6,959.72,4
1,32,3,978.56,1
1,73,7,850.97,1
0,69,4,243.68,2
0,53,2,2767,4
0,66,5,70.46,2
0,74,7,177.62,2
0,62,4,2273.5,4
0,37,2,81.91,2
1,54,7,903,3
1,57,2,156.77,3
1,45,2,1324.3,1
1,29,6,807.13,1
0,60,5,2575.3,4
0,31,2,2991.3,4
1,45,6,193.64,4
0,80,1,341.24,2
0,23,8,1853.3,4
1,64,4,535.95,3
0,38,6,157.72,1
0,80,8,232.91,2
0,39,2,1828.1,4
1,63,7,965.94,3
0,62,6,636.09,4
0,54,3,238.39,3
1,34,7,797.64,4
1,43,3,1276.1,4
0,32,4,1301.4,1
0,48,4,469.63,2
1,54,5,552.31,3
0,49,3,865.65,4
1,64,8,876.64,3
1,65,3,60.44,3
0,58,3,459.24,1
1,58,4,367.12,1
0,37,7,406.69,2
0,65,2,244.87,2
0,37,3,275.31,4
0,47,1,395.53,4
1,43,7,238.96,3
0,53,2,587.13,1
1,65,2,513.08,3
1,49,2,130.27,4
0,28,3,845.38,4
0,55,6,95.58,2
0,85,4,360.96,2
1,30,3,95.84,4
0,30,4,1487.4,4
1,40,4,373.39,4
1,50,6,695.43,4
1,41,5,1134.1,1
0,71,8,306.1,1
0,39,3,2007.7,4
1,39,5,583.76,1
0,58,1,254.05,2
0,39,5,1226.2,4
1,49,6,743.6,1
0,58,2,197.2,2
0,47,2,365.11,2
1,22,5,203.3,4
0,30,3,288.59,2
1,37,3,908.32,3
1,56,3,930.34,3
0,35,7,2349.6,3
0,62,8,438.65,2
1,55,3,494.74,1
1,40,4,812.07,1
0,81,3,198.3,2
1,42,1,548.36,3
0,44,6,476.74,1
0,26,4,2203.3,3
1,25,5,1127.9,4
1,73,7,689.67,3
0,24,5,584.38,1
0,63,4,168.59,2
0,31,3,1456.5,4
1,40,4,52.42,3
0,23,2,2597,4
1,34,4,487.17,1
0,33,3,27.59,2
0,55,8,436.51,2
1,62,5,732.38,3
1,62,3,975.7,1
1,52,3,888.37,1
1,55,7,603.1,1
1,69,2,715.15,3
0,32,6,403.35,2
0,63,7,382.88,2
0,47,7,1023.1,4
0,58,4,68.58,2
1,73,5,746.99,3
1,21,5,867.58,4
0,58,6,23.93,2
1,31,3,225.83,1
0,67,1,61.44,2
1,48,1,1439.5,1
0,66,6,495.1,2
1,39,2,1195.4,4
0,73,3,98.25,2
0,30,6,1712.5,3
1,32,5,1103.6,4
1,26,5,222.25,1
0,28,8,1827.1,4
0,38,3,476.48,2
0,82,8,324.23,2
0,28,4,506.76,4
0,26,3,1460.6,3
1,68,4,365.47,1
0,62,2,2778.4,3
0,26,5,1657.9,4
0,42,3,252.2,2
0,35,5,214.52,2
0,63,5,116.97,2
1,34,3,1576.7,1
1,32,2,424.85,3
1,50,2,600.47,3
0,49,8,2188.3,4
1,49,6,194.52,1
1,49,1,83.96,3
0,83,6,195.01,2
0,58,4,1506.5,4
1,41,3,731.31,3
0,19,2,306.27,4
1,73,1,695.45,3
0,39,6,364.49,2
1,63,4,321.93,3
0,51,7,1093.2,4
1,26,7,163.49,3
0,72,8,287.1,2
1,22,2,564.52,4
1,48,1,606.62,1
1,49,6,1433.9,4
0,41,3,132.49,1
1,26,4,1588,4
0,20,2,793.99,3
0,70,7,270.88,1
0,50,6,2581.3,4
0,70,2,319.36,2
0,59,3,2473.8,3
1,51,5,435.99,1
1,40,3,1480.6,4
0,41,4,25.24,2
0,48,7,2520.6,4
0,20,5,2128,3
1,26,3,1036.5,1
1,45,3,289.67,3
0,51,6,853.73,4
0,42,7,93.66,2
0,20,4,1094.7,4
0,44,4,232.69,2
0,41,2,1108,4
0,37,2,330.31,2
0,68,5,443.11,2
0,38,6,1624.5,1
1,66,1,184.67,3
0,54,3,188.2,2
1,26,3,1285.4,4
1,69,7,544.36,1
1,59,6,67.52,3
0,61,7,321.95,2
0,44,4,114.74,4
0,22,2,1298.4,1
1,46,6,358.14,3
0,30,7,1282.9,4
0,43,6,426.97,2
1,41,8,1355,4
1,53,6,386.06,3
0,72,1,635.87,1
0,35,3,2446.4,4
0,43,4,1895.2,4
0,25,4,1217,1
1,54,8,730.83,3
1,25,3,364.57,3
0,55,1,249.69,3
0,57,7,2586.9,3
1,25,2,364.19,3
1,33,1,711.53,4
1,72,2,152.22,3
1,42,6,621.4,1
1,41,6,459.54,3
0,85,5,58.78,2
0,38,6,1763.9,1
1,35,3,1923.4,4
1,32,1,117.52,3
0,73,1,139.58,1
0,42,7,943.5,4
0,42,1,2467.4,4
0,41,4,479.87,2
1,52,7,1540.3,1
1,34,8,912.51,1
0,38,2,186.62,2
1,19,3,289.96,1
0,57,2,800.28,4
1,33,1,587.53,4
1,52,1,1077.6,4
0,27,2,644.06,4
0,56,6,2199.3,4
0,65,6,304.76,2
1,26,5,703.61,4
0,32,4,256.31,3
0,36,7,2979.3,4
0,37,5,10.58,2
0,80,7,375.19,2
1,71,3,552.21,3
1,45,3,830.69,3
1,32,2,803.72,3
1,34,3,1583.9,1
1,22,7,1929.6,1
0,26,6,1499.6,1
0,47,5,1135.8,1
1,61,2,98.49,1
1,32,6,1859.1,1
1,22,5,496.97,4
1,71,7,84.61,1
0,41,7,179.81,2
0,24,2,709.4,4
0,64,7,682.54,1
0,62,5,2872.4,4
1,43,1,367.75,1
0,62,7,1486,4
0,38,4,173.82,2
0,72,6,196.61,2
0,75,4,383.36,2
1,52,6,1355.3,4
0,20,8,442.04,1
1,39,7,1585.8,1
0,24,3,2998.5,4
1,68,5,877.29,1
0,59,1,1259.6,4
1,33,2,563.09,1
1,51,3,942.87,4
0,23,4,1831,3
0,60,5,1692.3,4
1,52,3,515.77,3
1,25,8,992.13,3
0,57,3,384.41,2
0,28,6,612.68,4
1,50,2,76.75,3
0,48,5,2823.5,4
1,69,6,526.47,3
0,50,7,1352.8,4
0,44,6,253.32,2
1,68,5,952.11,3
1,53,2,180.14,4
0,55,4,222.81,3
1,28,3,1181.8,4
0,34,5,173.15,2
1,24,3,1556.9,4
0,38,5,2798.9,4
1,44,4,825.21,4
0,76,5,176.08,2
1,26,1,169.69,1
0,31,2,542.04,4
0,34,6,267.17,2
0,59,5,429.36,2
0,29,6,1362.5,3
1,60,4,826.38,1
0,52,3,607,3
0,29,4,247.52,2
0,46,5,2201.9,4
1,34,2,704.63,4
1,49,3,251.5,1
0,28,8,352.03,2
1,31,1,721.11,1
1,64,2,345.59,1
0,61,4,2764.3,3
1,26,5,401.45,3
1,65,2,82.16,1
1,50,5,572.31,3
1,41,6,540.3,4
0,81,2,113.11,2
0,53,4,380.77,2
0,32,5,200.81,2
1,60,4,853.68,1
0,84,1,222.25,2
0,29,7,423.37,2
0,25,3,2515.4,4
0,43,5,2978.3,3
0,58,7,1228.2,4
0,37,1,332.37,2
0,66,4,178.71,2
1,67,7,845.82,1
0,29,7,1140.5,4
0,43,7,2172,3
0,51,2,1069.4,1
1,42,4,825.1,4
0,58,4,2830.2,4
0,50,7,402.28,2
1,30,4,954.23,3
1,41,3,1070.8,4
1,51,7,206.86,3
1,31,2,959,4
0,44,2,2625.1,4
1,43,7,139.89,1
0,45,4,446.62,2
0,54,5,193.93,4
0,77,5,45.66,2
0,83,4,133.48,2
0,50,7,2333.3,4
1,27,3,857.42,3
0,52,1,154.82,2
0,60,6,1394.8,4
0,48,4,147.17,2
0,59,3,394.55,4
